name,author_name,author_movement,genre
The Hour of the Dragon,Robert E. Howard,Sword and sorcery,Sword and sorcery
Conan the Avenger,Robert E. Howard,Sword and sorcery,Sword and sorcery
The Coming of Conan the Cimmerian,Robert E. Howard,Sword and sorcery,Sword and sorcery
King Conan,Robert E. Howard,Sword and sorcery,Sword and sorcery
The Coming of Conan,Robert E. Howard,Sword and sorcery,Sword and sorcery
The People of the Black Circle (collection),Robert E. Howard,Sword and sorcery,Sword and sorcery
Confessions of a Crap Artist,Philip K. Dick,Postmodernism,Novel
Inferno (Strindberg novel),August Strindberg,Expressionism (theatre),Autobiographical novel
Inferno (Strindberg novel),August Strindberg,Naturalism (theatre),Autobiographical novel
The Invention of Solitude,Paul Auster,Postmodernism,Memoir
Winter Journal,Paul Auster,Postmodernism,Memoir
In a Glass Darkly,Sheridan Le Fanu,Dark romanticism,Mystery fiction
The Mad God's Amulet,Michael Moorcock,New Wave science fiction,Fantasy literature
King of the City,Michael Moorcock,New Wave science fiction,Fantasy literature
Martian Time-Slip,Philip K. Dick,Postmodernism,Philosophical fiction
Lord of the Dead,Robert E. Howard,Weird fiction,Crime fiction
Lord of the Dead,Robert E. Howard,Sword and sorcery,Crime fiction
Red Blades of Black Cathay,Robert E. Howard,Weird fiction,Fantasy
Swordsmen and Supermen,Robert E. Howard,Weird fiction,Fantasy
Jewels of Gwahlur (collection),Robert E. Howard,Weird fiction,Fantasy
Heroes in the Wind,Robert E. Howard,Weird fiction,Fantasy
The Metatemporal Detective,Michael Moorcock,New Wave science fiction,Fantasy
Elric of Melnibon� (novel),Michael Moorcock,New Wave science fiction,Fantasy
Red Blades of Black Cathay,Robert E. Howard,Sword and sorcery,Fantasy
Swordsmen and Supermen,Robert E. Howard,Sword and sorcery,Fantasy
Jewels of Gwahlur (collection),Robert E. Howard,Sword and sorcery,Fantasy
Heroes in the Wind,Robert E. Howard,Sword and sorcery,Fantasy
A Nomad of the Time Streams,Michael Moorcock,New Wave science fiction,List of science fiction novels
The Laughter of Carthage,Michael Moorcock,New Wave science fiction,Literary fiction
Mother London,Michael Moorcock,New Wave science fiction,Literary fiction
The Adventures of Una Persson and Catherine Cornelius in the 20th Century,Michael Moorcock,New Wave science fiction,Literary fiction
The Condition of Muzak,Michael Moorcock,New Wave science fiction,Literary fiction
The Cornelius Quartet,Michael Moorcock,New Wave science fiction,Literary fiction
Reamde,Neal Stephenson,Cyberpunk derivatives,Techno-thriller
Reamde,Neal Stephenson,Maximalism,Techno-thriller
Reamde,Neal Stephenson,Cyberpunk,Techno-thriller
The Brooklyn Follies,Paul Auster,Postmodernism,Fiction
C�sar Birotteau,Honor� de Balzac,Literary realism,Fiction
The Gypsies (poem),Alexander Pushkin,Romanticism,Narrative poetry
The Gypsies (poem),Alexander Pushkin,Literary realism,Narrative poetry
The Gypsies (poem),Alexander Pushkin,Romanticism,Romanticism
The Gypsies (poem),Alexander Pushkin,Literary realism,Romanticism
The Time Dweller,Michael Moorcock,New Wave science fiction,Science fiction
The Coming of the Terraphiles,Michael Moorcock,New Wave science fiction,Science fiction
The Golden Man (collection),Philip K. Dick,Postmodernism,Science fiction
Martian Time-Slip,Philip K. Dick,Postmodernism,Science fiction
The Sowers of the Thunder (collection),Robert E. Howard,Weird fiction,Historical fiction
Count Robert of Paris,Walter Scott,Romanticism,Historical fiction
Peter the Great's Negro,Alexander Pushkin,Romanticism,Historical fiction
The Sowers of the Thunder (collection),Robert E. Howard,Sword and sorcery,Historical fiction
Peter the Great's Negro,Alexander Pushkin,Literary realism,Historical fiction
Conan the Freebooter,Robert E. Howard,Weird fiction,Sword and sorcery
Conan the Usurper,Robert E. Howard,Weird fiction,Sword and sorcery
Conan the Wanderer,Robert E. Howard,Weird fiction,Sword and sorcery
Tales of Conan,Robert E. Howard,Weird fiction,Sword and sorcery
Conan the Freebooter,Robert E. Howard,Sword and sorcery,Sword and sorcery
Conan the Usurper,Robert E. Howard,Sword and sorcery,Sword and sorcery
Conan the Wanderer,Robert E. Howard,Sword and sorcery,Sword and sorcery
Tales of Conan,Robert E. Howard,Sword and sorcery,Sword and sorcery
Lord of Light,Roger Zelazny,New Wave science fiction,Science fantasy
Knight of Shadows,Roger Zelazny,New Wave science fiction,Fantasy literature
Prince of Chaos,Roger Zelazny,New Wave science fiction,Fantasy literature
Madwand,Roger Zelazny,New Wave science fiction,Fantasy literature
Trumps of Doom,Roger Zelazny,New Wave science fiction,Fantasy literature
Blood of Amber,Roger Zelazny,New Wave science fiction,Fantasy literature
Sign of Chaos,Roger Zelazny,New Wave science fiction,Fantasy literature
"Dilvish, the Damned",Roger Zelazny,New Wave science fiction,Fantasy literature
The Chronicles of Amber (omnibus),Roger Zelazny,New Wave science fiction,Fantasy literature
The Courts of Chaos,Roger Zelazny,New Wave science fiction,Fantasy literature
The Guns of Avalon,Roger Zelazny,New Wave science fiction,Fantasy literature
The Hand of Oberon,Roger Zelazny,New Wave science fiction,Fantasy literature
Changeling (novel),Roger Zelazny,New Wave science fiction,Fantasy literature
Nine Princes in Amber,Roger Zelazny,New Wave science fiction,Fantasy literature
Sign of the Unicorn,Roger Zelazny,New Wave science fiction,Fantasy literature
Lord Demon,Roger Zelazny,New Wave science fiction,Fantasy literature
The Changing Land,Roger Zelazny,New Wave science fiction,Fantasy literature
Filth (novel),Irvine Welsh,Modernism,Crime fiction
Crime (novel),Irvine Welsh,Modernism,Crime fiction
Filth (novel),Irvine Welsh,Postmodernism,Crime fiction
Crime (novel),Irvine Welsh,Postmodernism,Crime fiction
Budayeen Nights,George Alec Effinger,Cyberpunk,Novella
Frost & Fire,Roger Zelazny,New Wave science fiction,Fantasy
Unicorn Variations,Roger Zelazny,New Wave science fiction,Fantasy
Manna from Heaven,Roger Zelazny,New Wave science fiction,Fantasy
The Last Defender of Camelot,Roger Zelazny,New Wave science fiction,Fantasy
Jack of Shadows,Roger Zelazny,New Wave science fiction,Fantasy
The Last Defender of Camelot (2002 book),Roger Zelazny,New Wave science fiction,Fantasy
The Exile Kiss,George Alec Effinger,Cyberpunk,List of science fiction novels
A Fire in the Sun,George Alec Effinger,Cyberpunk,List of science fiction novels
Budayeen Nights,George Alec Effinger,Cyberpunk,List of science fiction novels
When Gravity Fails,George Alec Effinger,Cyberpunk,List of science fiction novels
Isle of the Dead (Zelazny novel),Roger Zelazny,New Wave science fiction,List of science fiction novels
Damnation Alley,Roger Zelazny,New Wave science fiction,List of science fiction novels
Donnerjack,Roger Zelazny,New Wave science fiction,List of science fiction novels
Deus Irae,Roger Zelazny,New Wave science fiction,List of science fiction novels
Psychoshop,Roger Zelazny,New Wave science fiction,List of science fiction novels
To Die in Italbar,Roger Zelazny,New Wave science fiction,List of science fiction novels
Eye of Cat,Roger Zelazny,New Wave science fiction,List of science fiction novels
The Dream Master,Roger Zelazny,New Wave science fiction,List of science fiction novels
Today We Choose Faces,Roger Zelazny,New Wave science fiction,List of science fiction novels
Creatures of Light and Darkness,Roger Zelazny,New Wave science fiction,List of science fiction novels
Flare (novel),Roger Zelazny,New Wave science fiction,List of science fiction novels
Infinite Jest,David Foster Wallace,Post-postmodernism,Hysterical realism
Infinite Jest,David Foster Wallace,Postmodern literature,Hysterical realism
The Pale King,David Foster Wallace,Post-postmodernism,Literary fiction
Oblivion: Stories,David Foster Wallace,Post-postmodernism,Literary fiction
Oblivion: Stories,David Foster Wallace,Hysterical realism,Literary fiction
The Pale King,David Foster Wallace,Postmodern literature,Literary fiction
Oblivion: Stories,David Foster Wallace,Postmodern literature,Literary fiction
Infinite Jest,David Foster Wallace,Post-postmodernism,Tragicomedy
Infinite Jest,David Foster Wallace,Postmodern literature,Tragicomedy
Oblivion: Stories,David Foster Wallace,Post-postmodernism,Postmodern literature
Oblivion: Stories,David Foster Wallace,Hysterical realism,Postmodern literature
Oblivion: Stories,David Foster Wallace,Postmodern literature,Postmodern literature
The Pale King,David Foster Wallace,Post-postmodernism,Metamodernism
Infinite Jest,David Foster Wallace,Post-postmodernism,Metamodernism
The Pale King,David Foster Wallace,Postmodern literature,Metamodernism
Infinite Jest,David Foster Wallace,Postmodern literature,Metamodernism
Infinite Jest,David Foster Wallace,Post-postmodernism,Encyclopedic novel
Infinite Jest,David Foster Wallace,Postmodern literature,Encyclopedic novel
Reheated Cabbage,Irvine Welsh,Modernism,Short story collection
Reheated Cabbage,Irvine Welsh,Postmodernism,Short story collection
Frost & Fire,Roger Zelazny,New Wave science fiction,Essay
Unicorn Variations,Roger Zelazny,New Wave science fiction,Essay
A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Post-postmodernism,Non-fiction
This Is Water,David Foster Wallace,Post-postmodernism,Non-fiction
This Is Water,David Foster Wallace,Hysterical realism,Non-fiction
A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Postmodern literature,Non-fiction
This Is Water,David Foster Wallace,Postmodern literature,Non-fiction
The Broom of the System,David Foster Wallace,Post-postmodernism,Postmodernism
The Broom of the System,David Foster Wallace,Postmodern literature,Postmodernism
Infinite Jest,David Foster Wallace,Post-postmodernism,Satire
Infinite Jest,David Foster Wallace,Postmodern literature,Satire
The Vicar of Wakefield,Oliver Goldsmith,The Club (dining club),Satire
Tales from Jabba's Palace,George Alec Effinger,Cyberpunk,Science fiction
Frost & Fire,Roger Zelazny,New Wave science fiction,Science fiction
Unicorn Variations,Roger Zelazny,New Wave science fiction,Science fiction
Four for Tomorrow,Roger Zelazny,New Wave science fiction,Science fiction
"24 Views of Mt. Fuji, by Hokusai",Roger Zelazny,New Wave science fiction,Science fiction
"The Doors of His Face, The Lamps of His Mouth, and Other Stories",Roger Zelazny,New Wave science fiction,Science fiction
Doorways in the Sand,Roger Zelazny,New Wave science fiction,Science fiction
My Name Is Legion (Zelazny collection),Roger Zelazny,New Wave science fiction,Science fiction
Manna from Heaven,Roger Zelazny,New Wave science fiction,Science fiction
The Last Defender of Camelot,Roger Zelazny,New Wave science fiction,Science fiction
Jack of Shadows,Roger Zelazny,New Wave science fiction,Science fiction
The Last Defender of Camelot (2002 book),Roger Zelazny,New Wave science fiction,Science fiction
This Immortal,Roger Zelazny,New Wave science fiction,Science fiction
Brief Interviews with Hideous Men,David Foster Wallace,Post-postmodernism,Short story
Brief Interviews with Hideous Men,David Foster Wallace,Postmodern literature,Short story
The Acid House,Irvine Welsh,Modernism,Short story
If You Liked School You'll Love Work,Irvine Welsh,Modernism,Short story
"Dilvish, the Damned",Roger Zelazny,New Wave science fiction,Short story
The Acid House,Irvine Welsh,Postmodernism,Short story
If You Liked School You'll Love Work,Irvine Welsh,Postmodernism,Short story
Porno (novel),Irvine Welsh,Modernism,Novel
The Bedroom Secrets of the Master Chefs,Irvine Welsh,Modernism,Novel
A Night in the Lonesome October,Roger Zelazny,New Wave science fiction,Novel
Jack of Shadows,Roger Zelazny,New Wave science fiction,Novel
Porno (novel),Irvine Welsh,Postmodernism,Novel
The Bedroom Secrets of the Master Chefs,Irvine Welsh,Postmodernism,Novel
Bring Me the Head of Prince Charming,Roger Zelazny,New Wave science fiction,Fantasy literature
The Mask of Loki,Roger Zelazny,New Wave science fiction,Fantasy literature
A Dark Traveling,Roger Zelazny,New Wave science fiction,Fantasy
Both Flesh and Not,David Foster Wallace,Postmodern literature,Essay
Both Flesh and Not,David Foster Wallace,Post-postmodernism,Essay
Both Flesh and Not,David Foster Wallace,Hysterical realism,Essay
Both Flesh and Not,David Foster Wallace,Postmodern literature,Non-fiction
Both Flesh and Not,David Foster Wallace,Hysterical realism,Non-fiction
Both Flesh and Not,David Foster Wallace,Post-postmodernism,Non-fiction
A Dark Traveling,Roger Zelazny,New Wave science fiction,Science fiction
Bridge of Ashes,Roger Zelazny,New Wave science fiction,Science fiction
Bring Me the Head of Prince Charming,Roger Zelazny,New Wave science fiction,Humour
The Last Words of Dutch Schultz,William S. Burroughs,Postmodern literature,Biography
The Twelve Caesars,Suetonius,Classical Latin,Biography
A History of the Life and Voyages of Christopher Columbus,Washington Irving,Romanticism,Biography
Expiration Date (novel),Tim Powers,Steampunk,Fantasy literature
Last Call (novel),Tim Powers,Steampunk,Fantasy literature
Spook Country,William Gibson,Cyberpunk derivatives,Political thriller
Spook Country,William Gibson,Cyberpunk,Political thriller
Freedom�,Daniel Suarez (author),Cyberpunk derivatives,Social science fiction
Daemon (novel series),Daniel Suarez (author),Cyberpunk derivatives,Social science fiction
Freedom�,Daniel Suarez (author),Techno-thriller,Social science fiction
Daemon (novel series),Daniel Suarez (author),Techno-thriller,Social science fiction
The Yage Letters,William S. Burroughs,Postmodern literature,Drug culture
Ghost of Chance,William S. Burroughs,Postmodern literature,Novella
One of Cleopatra's Nights and Other Fantastic Romances,Th�ophile Gautier,Parnassianism,Fantasy
One of Cleopatra's Nights and Other Fantastic Romances,Th�ophile Gautier,Romanticism,Fantasy
Virtual Light,William Gibson,Cyberpunk derivatives,List of science fiction novels
Count Zero,William Gibson,Cyberpunk derivatives,List of science fiction novels
Nova Express,William S. Burroughs,Postmodern literature,List of science fiction novels
Virtual Light,William Gibson,Cyberpunk,List of science fiction novels
Count Zero,William Gibson,Cyberpunk,List of science fiction novels
Virtual Light,William Gibson,Steampunk,List of science fiction novels
Count Zero,William Gibson,Steampunk,List of science fiction novels
All Tomorrow's Parties (novel),William Gibson,Cyberpunk derivatives,Cyberpunk derivatives
Freedom�,Daniel Suarez (author),Cyberpunk derivatives,Cyberpunk derivatives
Daemon (novel series),Daniel Suarez (author),Cyberpunk derivatives,Cyberpunk derivatives
Freedom�,Daniel Suarez (author),Techno-thriller,Cyberpunk derivatives
Daemon (novel series),Daniel Suarez (author),Techno-thriller,Cyberpunk derivatives
All Tomorrow's Parties (novel),William Gibson,Cyberpunk,Cyberpunk derivatives
All Tomorrow's Parties (novel),William Gibson,Steampunk,Cyberpunk derivatives
The Drawing of the Dark,Tim Powers,Steampunk,Historical fantasy
Freedom�,Daniel Suarez (author),Cyberpunk derivatives,Techno-thriller
Daemon (novel series),Daniel Suarez (author),Cyberpunk derivatives,Techno-thriller
Freedom�,Daniel Suarez (author),Techno-thriller,Techno-thriller
Daemon (novel series),Daniel Suarez (author),Techno-thriller,Techno-thriller
The Difference Engine,William Gibson,Cyberpunk derivatives,Alternate history
The Difference Engine,William Gibson,Cyberpunk,Alternate history
The Yage Letters,William S. Burroughs,Postmodern literature,Autobiography
Last Words: The Final Journals of William S. Burroughs,William S. Burroughs,Postmodern literature,Autobiography
Idoru,William Gibson,Cyberpunk derivatives,Cyberpunk
Neuromancer,William Gibson,Cyberpunk derivatives,Cyberpunk
Idoru,William Gibson,Cyberpunk,Cyberpunk
Neuromancer,William Gibson,Cyberpunk,Cyberpunk
Idoru,William Gibson,Steampunk,Cyberpunk
Neuromancer,William Gibson,Steampunk,Cyberpunk
The Electronic Revolution,William S. Burroughs,Postmodern literature,Essay
Ali's Smile: Naked Scientology,William S. Burroughs,Postmodern literature,Essay
"Letters of Jonathan Oldstyle, Gent.",Washington Irving,Romanticism,Essay
"The Sketch Book of Geoffrey Crayon, Gent.",Washington Irving,Romanticism,Essay
Tales of a Traveller,Washington Irving,Romanticism,Essay
The Yage Letters,William S. Burroughs,Postmodern literature,Letter (message)
Tornado Alley (book),William S. Burroughs,Postmodern literature,Poetry
Spook Country,William Gibson,Cyberpunk derivatives,Satire
Spook Country,William Gibson,Cyberpunk,Satire
Salmagundi (periodical),Washington Irving,Romanticism,Satire
Idoru,William Gibson,Cyberpunk derivatives,Science fiction
Mona Lisa Overdrive,William Gibson,Cyberpunk derivatives,Science fiction
The Peripheral,William Gibson,Cyberpunk derivatives,Science fiction
Pattern Recognition (novel),William Gibson,Cyberpunk derivatives,Science fiction
Blade Runner (a movie),William S. Burroughs,Postmodern literature,Science fiction
Idoru,William Gibson,Cyberpunk,Science fiction
Mona Lisa Overdrive,William Gibson,Cyberpunk,Science fiction
The Peripheral,William Gibson,Cyberpunk,Science fiction
Pattern Recognition (novel),William Gibson,Cyberpunk,Science fiction
Idoru,William Gibson,Steampunk,Science fiction
Mona Lisa Overdrive,William Gibson,Steampunk,Science fiction
The Peripheral,William Gibson,Steampunk,Science fiction
The Return of Chorb,Vladimir Nabokov,Literary modernism,Short story
A Matter of Chance,Vladimir Nabokov,Literary modernism,Short story
The Use of Force,William Carlos Williams,Imagism,Short story
The Return of Chorb,Vladimir Nabokov,Postmodern literature,Short story
A Matter of Chance,Vladimir Nabokov,Postmodern literature,Short story
Tornado Alley (book),William S. Burroughs,Postmodern literature,Short story
Ali's Smile: Naked Scientology,William S. Burroughs,Postmodern literature,Short story
The Difference Engine,William Gibson,Cyberpunk derivatives,Steampunk
The Difference Engine,William Gibson,Cyberpunk,Steampunk
Bend Sinister (novel),Vladimir Nabokov,Literary modernism,Utopian and dystopian fiction
Virtual Light,William Gibson,Cyberpunk derivatives,Utopian and dystopian fiction
Bend Sinister (novel),Vladimir Nabokov,Postmodern literature,Utopian and dystopian fiction
Virtual Light,William Gibson,Cyberpunk,Utopian and dystopian fiction
Virtual Light,William Gibson,Steampunk,Utopian and dystopian fiction
Laughter in the Dark (novel),Vladimir Nabokov,Literary modernism,Novel
Naked Lunch,William S. Burroughs,Postmodern literature,Novel
Dead Fingers Talk,William S. Burroughs,Postmodern literature,Novel
Cities of the Red Night,William S. Burroughs,Postmodern literature,Novel
The Western Lands,William S. Burroughs,Postmodern literature,Novel
The Place of Dead Roads,William S. Burroughs,Postmodern literature,Novel
Laughter in the Dark (novel),Vladimir Nabokov,Postmodern literature,Novel
The Promised Land (novel),W?adys?aw Reymont,Young Poland,Novel
Extinction (Bernhard novel),Thomas Bernhard,Postmodernism,Novel
Gargoyles (novel),Thomas Bernhard,Postmodernism,Novel
Woodcutters (novel),Thomas Bernhard,Postmodernism,Novel
Old Masters (novel),Thomas Bernhard,Postmodernism,Novel
Yes (novel),Thomas Bernhard,Postmodernism,Novel
The Loser,Thomas Bernhard,Postmodernism,Novel
Correction (novel),Thomas Bernhard,Postmodernism,Novel
Frost (novel),Thomas Bernhard,Postmodernism,Novel
Bracebridge Hall,Washington Irving,Romanticism,Novel
Junkie (novel),William S. Burroughs,Postmodern literature,Autobiographical novel
The Cat Inside,William S. Burroughs,Postmodern literature,Autobiographical novel
Extinction (Bernhard novel),Thomas Bernhard,Postmodernism,Monologue
Gargoyles (novel),Thomas Bernhard,Postmodernism,Monologue
Woodcutters (novel),Thomas Bernhard,Postmodernism,Monologue
Old Masters (novel),Thomas Bernhard,Postmodernism,Monologue
Yes (novel),Thomas Bernhard,Postmodernism,Monologue
The Loser,Thomas Bernhard,Postmodernism,Monologue
Bracebridge Hall,Washington Irving,Romanticism,Sketch (drawing)
The Third Mind,William S. Burroughs,Postmodern literature,Beat Generation
And the Hippos Were Boiled in Their Tanks,William S. Burroughs,Postmodern literature,Mystery fiction
The Last Words of Dutch Schultz,William S. Burroughs,Beat Generation,Biography
Earthquake Weather (novel),Tim Powers,Steampunk,Fantasy literature
Declare,Tim Powers,Steampunk,Fantasy literature
Three Days to Never,Tim Powers,Steampunk,Fantasy literature
Spook Country,William Gibson,Steampunk,Political thriller
The Yage Letters,William S. Burroughs,Beat Generation,Drug culture
Ghost of Chance,William S. Burroughs,Beat Generation,Novella
Nova Express,William S. Burroughs,Beat Generation,List of science fiction novels
On Stranger Tides,Tim Powers,Steampunk,Historical fantasy
The Stress of Her Regard,Tim Powers,Steampunk,Historical fantasy
The Difference Engine,William Gibson,Steampunk,Alternate history
The Yage Letters,William S. Burroughs,Beat Generation,Autobiography
Last Words: The Final Journals of William S. Burroughs,William S. Burroughs,Beat Generation,Autobiography
The Electronic Revolution,William S. Burroughs,Beat Generation,Essay
Ali's Smile: Naked Scientology,William S. Burroughs,Beat Generation,Essay
The Stress of Her Regard,Tim Powers,Steampunk,Horror fiction
The Yage Letters,William S. Burroughs,Beat Generation,Letter (message)
Tornado Alley (book),William S. Burroughs,Beat Generation,Poetry
Gitanjali,Rabindranath Tagore,Santiniketan: The Making of a Contextual Modernism,Poetry
Spook Country,William Gibson,Steampunk,Satire
Pattern Recognition (novel),William Gibson,Steampunk,Science fiction
Blade Runner (a movie),William S. Burroughs,Beat Generation,Science fiction
Tornado Alley (book),William S. Burroughs,Beat Generation,Short story
Ali's Smile: Naked Scientology,William S. Burroughs,Beat Generation,Short story
The Use of Force,William Carlos Williams,Modernist poetry,Short story
Declare,Tim Powers,Steampunk,Spy fiction
The Difference Engine,William Gibson,Steampunk,Steampunk
The Anubis Gates,Tim Powers,Steampunk,Time travel
The Woodlanders,Thomas Hardy,Naturalism (literature),Tragedy
The Woodlanders,Thomas Hardy,Victorian literature,Tragedy
The Woodlanders,Thomas Hardy,Naturalism (literature),Pastoral
The Woodlanders,Thomas Hardy,Victorian literature,Pastoral
Desperate Remedies,Thomas Hardy,Naturalism (literature),Novel
Tess of the d'Urbervilles,Thomas Hardy,Naturalism (literature),Novel
Jude the Obscure,Thomas Hardy,Naturalism (literature),Novel
Desperate Remedies,Thomas Hardy,Victorian literature,Novel
Tess of the d'Urbervilles,Thomas Hardy,Victorian literature,Novel
Jude the Obscure,Thomas Hardy,Victorian literature,Novel
Naked Lunch,William S. Burroughs,Beat Generation,Novel
Dead Fingers Talk,William S. Burroughs,Beat Generation,Novel
Cities of the Red Night,William S. Burroughs,Beat Generation,Novel
The Western Lands,William S. Burroughs,Beat Generation,Novel
The Place of Dead Roads,William S. Burroughs,Beat Generation,Novel
Junkie (novel),William S. Burroughs,Beat Generation,Autobiographical novel
The Cat Inside,William S. Burroughs,Beat Generation,Autobiographical novel
The Third Mind,William S. Burroughs,Beat Generation,Beat Generation
And the Hippos Were Boiled in Their Tanks,William S. Burroughs,Beat Generation,Mystery fiction
On the Mountain,Thomas Bernhard,Postmodernism,Biography
Kill Decision,Daniel Suarez (author),Cyberpunk derivatives,Techno-thriller
Kill Decision,Daniel Suarez (author),Techno-thriller,Techno-thriller
Details of a Sunset,Vladimir Nabokov,Postmodern literature,Short story
Details of a Sunset,Vladimir Nabokov,Literary modernism,Short story
Wittgenstein's Nephew,Thomas Bernhard,Postmodernism,Novel
The Lime Works,Thomas Bernhard,Postmodernism,Novel
On the Mountain,Thomas Bernhard,Postmodernism,Monologue
The Indian Clerk,David Leavitt,LGBT literature,Biography
The Indian Clerk,David Leavitt,Minimalism,Biography
Le Bal,Ir�ne N�mirovsky,Modernism,Novella
A Monster at Christmas,Thomas Canty,Fantasy,Fantasy
Mem and Zin,Ahmad Khani,The Renaissance,Romance novel
"I, the Supreme",Augusto Roa Bastos,Latin American Boom,Dictator novel
The Book of Khalid,Ameen Rihani,Mahjar,Bildungsroman
The Book of Khalid,Ameen Rihani,The Pen League,Bildungsroman
The Indian Clerk,David Leavitt,Minimalism,Historical fiction
"I, the Supreme",Augusto Roa Bastos,Latin American Boom,Historical fiction
The Indian Clerk,David Leavitt,LGBT literature,Historical fiction
Mem and Zin,Ahmad Khani,The Renaissance,Historical fiction
Mem and Zin,Ahmad Khani,The Renaissance,Tragedy
Equal Affections,David Leavitt,LGBT literature,Novel
David Golder,Ir�ne N�mirovsky,Modernism,Novel
Equal Affections,David Leavitt,Minimalism,Novel
Childhood Memories (book),Ion Creang?,Literary realism,Memoir
Childhood Memories (book),Ion Creang?,Junimea,Memoir
A Man Was Going Down the Road,Otar Chiladze,Literary realism,Historical fiction
The Basket,Otar Chiladze,Literary realism,Historical fiction
The Iron Theatre,Otar Chiladze,Literary realism,Historical fiction
Avelum,Otar Chiladze,Literary realism,Literary realism
The Count of Monte Cristo,Alexandre Dumas,Romanticism,Adventure fiction
Georges (novel),Alexandre Dumas,Romanticism,Adventure fiction
The Count of Monte Cristo,Alexandre Dumas,Historical fiction,Adventure fiction
Georges (novel),Alexandre Dumas,Historical fiction,Adventure fiction
Nobody Nowhere,Donna Williams,Autism rights movement,Biography
Somebody Somewhere (book),Donna Williams,Autism rights movement,Biography
Like Colour to the Blind,Donna Williams,Autism rights movement,Biography
The Wolf Leader,Alexandre Dumas,Romanticism,Fantasy literature
The Wolf Leader,Alexandre Dumas,Historical fiction,Fantasy literature
The Little White Bird,J. M. Barrie,Kailyard school,Fairytale fantasy
The Space Vampires,Colin Wilson,Angry young men,Vampire literature
In Watermelon Sugar,Richard Brautigan,Postmodernism,Apocalyptic and post-apocalyptic fiction
The Killer (Wilson novel),Colin Wilson,Angry young men,Crime fiction
Trout Fishing in America,Richard Brautigan,Postmodernism,Novella
Carmen (novella),Prosper M�rim�e,Romanticism,Novella
The Space Vampires,Colin Wilson,Angry young men,List of science fiction novels
The Mind Parasites,Colin Wilson,Angry young men,List of science fiction novels
The Little White Bird,J. M. Barrie,Kailyard school,List of fictional diaries
The Black Tulip,Alexandre Dumas,Romanticism,Romance novel
Georges (novel),Alexandre Dumas,Romanticism,Romance novel
The Black Tulip,Alexandre Dumas,Historical fiction,Romance novel
Georges (novel),Alexandre Dumas,Historical fiction,Romance novel
Trout Fishing in America,Richard Brautigan,Postmodernism,Prose poetry
Face (novel),Benjamin Zephaniah,Rastafari,Fiction
Nobody Nowhere,Donna Williams,Autism rights movement,Autobiography
Somebody Somewhere (book),Donna Williams,Autism rights movement,Autobiography
Like Colour to the Blind,Donna Williams,Autism rights movement,Autobiography
The Treasure of the Humble,Maurice Maeterlinck,Symbolism (arts),Essay
The Outsider (Colin Wilson),Colin Wilson,Angry young men,Existentialism
The Space Vampires,Colin Wilson,Angry young men,Horror fiction
The Mind Parasites,Colin Wilson,Angry young men,Horror fiction
Tarr,Wyndham Lewis,Vorticism,Modernism
From Atlantis to the Sphinx,Colin Wilson,Angry young men,Non-fiction
All Watched Over by Machines of Loving Grace,Richard Brautigan,Postmodernism,Poetry
Loading Mercury with a Pitchfork,Richard Brautigan,Postmodernism,Poetry
Rommel Drives on Deep into Egypt,Richard Brautigan,Postmodernism,Poetry
The Galilee Hitch-Hiker,Richard Brautigan,Postmodernism,Poetry
Please Plant This Book,Richard Brautigan,Postmodernism,Poetry
The Pill Versus the Springhill Mine Disaster,Richard Brautigan,Postmodernism,Poetry
The Vicomte of Bragelonne: Ten Years Later,Alexandre Dumas,Romanticism,Romanticism
Twenty Years After,Alexandre Dumas,Romanticism,Romanticism
The Vicomte of Bragelonne: Ten Years Later,Alexandre Dumas,Historical fiction,Romanticism
Twenty Years After,Alexandre Dumas,Historical fiction,Romanticism
Revenge of the Lawn,Richard Brautigan,Postmodernism,Short story
The Queen's Necklace,Alexandre Dumas,Romanticism,Historical fiction
The Count of Monte Cristo,Alexandre Dumas,Romanticism,Historical fiction
The Three Musketeers,Alexandre Dumas,Romanticism,Historical fiction
Georges (novel),Alexandre Dumas,Romanticism,Historical fiction
La Reine Margot (novel),Alexandre Dumas,Romanticism,Historical fiction
La Sanfelice,Alexandre Dumas,Romanticism,Historical fiction
The Queen's Necklace,Alexandre Dumas,Historical fiction,Historical fiction
The Count of Monte Cristo,Alexandre Dumas,Historical fiction,Historical fiction
The Three Musketeers,Alexandre Dumas,Historical fiction,Historical fiction
Georges (novel),Alexandre Dumas,Historical fiction,Historical fiction
La Reine Margot (novel),Alexandre Dumas,Historical fiction,Historical fiction
La Sanfelice,Alexandre Dumas,Historical fiction,Historical fiction
The Egyptian,Mika Waltari,Tulenkantajat,Historical fiction
The Black Tulip,Alexandre Dumas,Romanticism,History
Twenty Years After,Alexandre Dumas,Romanticism,History
Le Chevalier de Maison-Rouge,Alexandre Dumas,Romanticism,History
The Black Tulip,Alexandre Dumas,Historical fiction,History
Twenty Years After,Alexandre Dumas,Historical fiction,History
Le Chevalier de Maison-Rouge,Alexandre Dumas,Historical fiction,History
The Abortion: An Historical Romance 1966,Richard Brautigan,Postmodernism,Novel
Bengal Nights,Mircea Eliade,Modernism,Autobiographical novel
